,GCcleanPOBlat,GCcleanPOBlon,Unnamed: 0_x,count,cleanPOBtown_x,cleanPOBcnty_x,cleanPOBst_x,GCcleanPOBplace_x,Unnamed: 0_y,ersatz_id,rawPOB,cleanPOBtown_y,cleanPOBcnty_y,cleanPOBst_y,GCcleanPOBprec,GCcleanPOBplace_y
0,-45.8522224,170.3938255,1,1,1,0,1,1,17156,17157,Dunedin New Zealand,Dunedin,,New Zealand,town,Dunedin New Zealand
1,-37.7513552,145.0611855,1,1,1,0,1,1,10191,10192,Heidelberg Australia,Heidelberg,,Australia,town,Heidelberg Victoria Australia
2,-36.8629409,174.7253868,1,1,1,0,1,1,16036,16037,Achland New Zealand,Auckland,,New Zealand,town,Auckland New Zealand
3,-29.848212,30.9224228,2,2,2,0,2,2,13837,13838,Durban Natal South Africa,Durban,,South Africa,town,Durban Natal South Africa
4,-25.7582734,28.0575211,2,2,2,0,2,2,21207,21208,Pretoria South Africa,Pretoria,,South Africa,town,Pretoria South Africa
5,-18.7719242,42.3713071,1,1,0,0,1,1,21323,21324,Madagascar Island,,,Madagascar,state,Madagascar
6,1.3139843,103.5640535,1,1,0,0,1,1,17669,17670,Singapore Straits Settlement,,,Singapore,state,Singapore
7,19.4326077,-99.133208,1,1,1,0,1,1,5569,5570,Mexico City Mexico,Mexico City,,Mexico,town,Mexico City Mexico
8,20.4551554,-101.5442507,1,1,1,0,1,1,17628,17629,Albasalo Mexico,Abasolo,,Mexico,town,Abasolo Mexico
9,20.6567088,-101.3624202,1,1,1,0,1,1,17382,17383,Irapuate Mexico,Irapuato,,Mexico,town,Irapuato Mexico
10,21.3069444,-157.8583333,1,1,1,0,1,1,22045,22046,Honolulu Hawaii,Honolulu,,Hawaii,town,Honolulu HI
11,22.1621947,-80.47371109999997,1,1,1,0,1,1,8114,8115,Cienfuegos Cuba,Cienfuegos,,Cuba,town,Cienfuegos Cuba
12,23.0509409,-82.4730863,1,1,1,0,1,1,29451,29452,Havana Cuba,Havana,,Cuba,town,Havana Cuba
13,23.1259819,112.9476562,1,1,1,0,1,1,17940,17941,Canton China,Canton,,China,town,Canton Guangzhou China
14,23.634501,-102.552784,3,3,1,0,3,3,2183,2184,Mexico,Mexico,,Mexico,state,Mexico
15,27.530567100000006,-99.4803241,1,1,1,0,1,1,18340,18341,Laredo Texas,Laredo,,Texas,town,Laredo TX
16,27.8953038,-81.9734172,1,1,1,0,1,1,3116,3117,Mulberry Fla,Mulberry,,Florida,town,Mulberry FL
17,27.950575,-82.4571776,1,1,1,0,1,1,27489,27490,Tampa Fla,Tampa,,Florida,town,Tampa FL
18,28.5300833,-97.5907413,1,1,1,0,1,1,22063,22064,Berclair Texas,Berclair,,Texas,town,Berclair TX
19,28.548621,-97.9129442,1,1,1,0,1,1,20890,20891,Mineral City Texas,Mineral City,,Texas,town,Mineral City Texas
20,28.6386067,-96.455529,1,1,1,0,1,1,30388,30389,Olivia Texas,Olivia,,Texas,town,Olivia TX
21,29.2985278,42.55096029999999,32,32,23,1,32,32,885,886,Betroney Syria,Betroney,Syria,Syria,plus,MiddleEast
22,29.481137,-98.7945945,1,1,1,0,1,1,15985,15986,San Antonio Texas,San Antonio,,Texas,town,San Antonio TX
23,29.5896836,-96.3335769,1,1,1,0,1,1,16659,16660,Eagle Lake Texas,Eagle Lake,,Texas,town,Eagle Lake TX
24,29.6993748,-91.20677,1,1,1,0,1,1,19968,19969,Morgan City La,Morgan City,,Louisiana,town,Morgan City LA
25,29.7288351,-99.761448,1,1,1,0,1,1,18362,18363,Leakey Texas,Leakey,,Texas,town,Leakey TX
26,29.7604267,-95.3698028,1,1,1,0,1,1,27941,27942,Houston Texas,Houston,,Texas,town,Houston TX
27,29.7896882,-82.1673248,1,1,1,0,1,1,21966,21967,Waldo Fla,Waldo,,Florida,town,Waldo FL
28,29.8269064,-82.5967832,1,1,1,0,1,1,20857,20858,High Springs Fla,High Springs,,Florida,town,High Springs FL
29,29.85876352,-95.3957515,1,1,1,0,1,1,20730,20731,Gardentown Texas,Gardentown,,Texas,county,Harris County TX
30,29.9510658,-90.0715323,3,3,3,0,3,3,3696,3697,New Orleans La,New Orleans,,Louisiana,town,New Orleans LA
31,30.080174,-94.1265562,1,1,1,0,1,1,4368,4369,Beaumont Texas,Beaumont,,Texas,town,Beaumont TX
32,30.1896756,-82.63928990000002,1,1,1,0,1,1,19967,19968,Lake City Fla,Lake City,,Florida,town,Lake City FL
33,30.22816677,-91.72665936,1,1,0,1,1,1,8720,8721,St Martin La,,St Martin,Louisiana,county,St Martin Parish LA
34,30.267153000000004,-97.7430608,2,2,2,0,2,2,11039,11040,Austin Texas,Austin,,Texas,town,Austin TX
35,30.332985600000004,-95.8618958,1,1,1,0,1,1,8463,8464,Plantersville Texas,Plantersville,,Texas,town,Plantersville TX
36,30.4249276,-95.4799418,1,1,1,0,1,1,17325,17326,Willis Texas,Willis,,Texas,town,Willis TX
37,30.4265028,-88.9956334,1,1,1,0,1,1,9836,9837,Biloxi Miss,Biloxi,,Mississippi,town,Biloxi Mississippi
38,30.570755100000003,-97.4094438,1,1,1,0,1,1,24000,24001,Taylor Texas,Taylor,,Texas,town,Taylor TX
39,30.633261800000003,-97.6779842,1,1,1,0,1,1,20621,20622,Georgetown Texas,Georgetown,,Texas,town,Georgetown TX
40,30.6953657,-88.0398912,1,1,1,0,1,1,28226,28227,Mobile Ala,Mobile,,Alabama,town,Mobile AL
41,30.775748600000004,-95.949397,1,1,1,0,1,1,276,277,Bedias Texas,Bedias,,Texas,town,Bedias TX
42,30.7899191,-83.4740547,1,1,1,0,1,1,6154,6155,Blue Springs Ga,Blue Springs,,Georgia,town,Blue Springs Georgia
43,30.794912100000005,-97.4255583,1,1,1,0,1,1,11551,11552,Bartlett Texas,Bartlett,,Texas,town,Bartlett TX
44,30.8785238,-96.5930258,1,1,1,0,1,1,11368,11369,Hern Texas,Hearne,,Texas,town,Hearne TX
45,31.046051,34.851612,1,1,0,1,1,1,6428,6429,Palestine Assyria,,Palestine,Syria,state,Israel
46,31.1160119,-90.1420331,1,1,1,0,1,1,27142,27143,Tylertown Miss,Tylertown,,Mississippi,town,Tylertown MS
47,31.2696099,-98.94504609999998,1,1,1,0,1,1,28707,28708,Richland Springs Texas,Richland Springs,,Texas,town,Richland Springs TX
48,31.3062874,-96.8980439,1,1,1,0,1,1,1725,1726,Marlin Texas,Marlin,,Texas,town,Marlin TX
49,31.3112936,-92.4451371,1,1,1,0,1,1,4369,4370,Alexandria La,Alexandria,,Louisiana,town,Alexandria LA
50,31.34312016,-93.85177024,1,1,0,1,1,1,15313,15314,Sabine Texas,,Sabine,Texas,county,Sabine County TX
51,31.39085785,-97.79923263,2,2,2,0,2,2,15391,15392,Coryell City Texas,Coryell,,Texas,county,Coryell County TX
52,31.4341907,-86.95459240000002,1,1,1,0,1,1,4789,4790,Evergreen Ala,Evergreen,,Alabama,town,Evergreen AL
53,31.542391100000003,-96.8336015,1,1,1,0,1,1,28118,28119,Mart Texas,Mart,,Texas,town,Mart TX
54,31.549333,-97.1466695,1,1,1,0,1,1,29598,29599,Waco Texas,Waco,,Texas,town,Waco TX
55,31.584896,-95.8491262,1,1,1,0,1,1,10693,10694,Oakwood Texas,Oakwood,,Texas,town,Oakwood TX
56,31.7093197,-98.9911611,1,1,1,0,1,1,2141,2142,Brownwood Texas,Brownwood,,Texas,town,Brownwood TX
57,31.7621153,-95.6307891,1,1,1,0,1,1,9983,9984,Palestine Texas,Palestine,,Texas,town,Palestine TX
58,31.7823798,-97.5766862,1,1,1,0,1,1,9609,9610,Clifton Texas,Clifton,,Texas,town,Clifton TX
59,31.9685988,-99.9018131,2,2,2,0,2,2,229,230,Cottongin Texas,Cottongin,,Texas,state,Texas
60,32.0835407,-81.0998342,1,1,1,0,1,1,30085,30086,Savannah Ga,Savannah,,Georgia,town,Savannah GA
61,32.1656221,-82.9000751,1,1,1,0,1,1,13483,13484,Tryan Ga,Tryan,,Georgia,state,Georgia
62,32.3105408,-90.3293168,1,1,1,0,0,1,26320,26321,Jackson Miss,Jackson,,,town,Jackson MS
63,32.3476438,-97.3866837,1,1,1,0,1,1,30160,30161,Cleburne Texas,Cleburne,,Texas,town,Cleburne TX
64,32.351123699999995,-89.51341740000002,1,1,1,0,1,1,6115,6116,Forrest Miss,Forest,,Mississippi,town,Forest Mississippi
65,32.35168157,-90.85588671,1,1,1,0,1,1,5069,5070,Warren Miss,Warren,,Mississippi,county,Warren County MS
66,32.4073589,-87.0211007,1,1,1,0,1,1,23242,23243,Selma Ala,Selma,,Alabama,town,Selma AL
67,32.4576421,-91.4931736,1,1,1,0,1,1,9360,9361,Delhi La,Delhi,,Louisiana,town,Delhi LA
68,32.4640245,-86.45969659999999,1,1,1,0,1,1,224,225,Prattville Ala,Prattville,,Alabama,town,Prattville AL
69,32.4706777,-100.0128739,1,1,1,0,1,1,17775,17776,Markel Texas,Merkel,,Texas,town,Merkel TX
70,32.5153,-97.3804574,1,1,1,0,1,1,4537,4538,Burleson Texas,Burleson,,Texas,town,Burleson TX
71,32.579600199999994,-90.6682978,1,1,1,0,0,1,28239,28240,Eldorado Miss,Eldorado,,,town,Eldorado MS
72,32.6232694,-109.9458693,1,1,1,0,1,1,14224,14225,Fort Grant Ariz,Fort Grant,,Arizona,town,Fort Grant AZ
73,32.6627935,-85.42160559999998,1,1,1,0,1,1,7023,7024,Hoyle Ga,Hoyle,,Georgia,state,Georgia
74,32.7554883,-97.3307658,1,1,1,0,1,1,28676,28677,Fort Worth Texas,Fort Worth,,Texas,town,Fort Worth TX
75,32.7556768,-98.9022898,1,1,1,0,1,1,10128,10129,Breckenridge Texas,Breckenridge,,Texas,town,Breckenridge TX
76,32.776474900000004,-79.9310512,1,1,1,0,1,1,25886,25887,Charleston S C,Charleston,,South Carolina,town,Charleston SC
77,32.8406946,-83.6324022,1,1,1,0,1,1,13768,13769,Macon Ga,Macon,,Georgia,town,Macon GA
78,32.95588660000001,35.8844374,2,2,2,0,2,2,1221,1222,El Rafud Syria,Al Rafid,,Syria,town,Al Rafid Syria
79,32.957344899999995,-95.2902224,1,1,1,0,1,1,27206,27207,Winnsboro Texas,Winnsboro,,Texas,town,Winnsboro TX
80,33.1887271,-95.2213321,1,1,1,0,1,1,3918,3919,Mt Vernon Texas,Mt Vernon,,Texas,town,Mt Vernon TX
81,33.3320701,-89.7411934,1,1,1,0,1,1,29698,29699,Vaiden Miss,Vaidan,,Mississippi,town,Vaiden MS
82,33.3734427,-95.6882925,1,1,1,0,1,1,2281,2282,Cooper Texas,Cooper,,Texas,town,Cooper TX
83,33.4483771,-112.0740373,1,1,1,0,1,1,17869,17870,Phoenix Ariz,Phoenix,,Arizona,town,Phoenix AZ
84,33.5138073,36.2765279,4,4,4,0,4,4,17391,17392,Damascus Turkey,Damascus,,Turkey,town,Damascus Syria
85,33.5206608,-86.80249,4,4,4,0,4,4,343,344,Birmingham Ala,Birmingham,,Alabama,town,Birmingham AL
86,33.55867070000001,-97.861144,1,1,1,0,1,1,6984,6985,Bowie Texas,Bowie,,Texas,town,Bowie TX
87,33.6145649,-93.8135164,1,1,1,0,1,1,17168,17169,Fulton Ark,Fulton,,Arkansas,town,Fulton AR
88,33.6259414,-97.1333453,1,1,1,0,1,1,20707,20708,Gainsville Texas,Gainesville,,Texas,town,Gainesville TX
89,33.635940999999995,-97.2227927,1,1,1,0,1,1,678,679,Lindsay Texas,Lindsay,,Texas,town,Lindsay TX
90,33.6609389,-95.555513,1,1,1,0,1,1,22437,22438,Paris Texas,Paris,,Texas,town,Paris TX
91,33.66761029999999,-84.0176904,1,1,1,0,1,1,11944,11945,Conyers Ga,Conyers,,Georgia,town,Conyers GA
92,33.7489954,-84.3879824,4,4,4,0,4,4,11566,11567,Atlanta Georgia,Atlanta,,Georgia,town,Atlanta GA
93,33.7556593,-96.536658,2,2,2,0,2,2,4152,4153,Dennison Texas,Denison,,Texas,town,Denison TX
94,33.759271000000005,-96.6694402,2,2,2,0,2,2,9358,9359,Pottsboro Texas,Pottsboro,,Texas,town,Pottsboro TX
95,33.8026107,-93.3810057,1,1,1,0,1,1,7780,7781,Prescott Ark,Prescott,,Arkansas,town,Prescott AR
96,33.833333,35.916667,7,7,7,0,7,7,2162,2163,Zahley Syria,Zahle,,Syria,town,Zahle Lebanon
97,33.889213299999994,35.4692628,2,2,2,0,2,2,2023,2024,Beirut Syria,Beirut,,Syria,town,Beirut Lebanon
98,33.945669200000005,-93.847129,1,1,1,0,1,1,16257,16258,Nashville Ark,Nashville,,Arkansas,town,Nashville AR
99,33.9498437,-90.7827401,1,1,1,0,1,1,29847,29848,Shelby Miss,Shelby,,Mississippi,town,Shelby MS
100,33.9616801,-118.3531311,1,1,1,0,1,1,19824,19825,Inglewood Calif,Inglewood,,California,town,Inglewood CA
101,33.9783663,-88.42808790000002,1,1,1,0,1,1,18787,18788,Hatley Miss,Hatley,,Mississippi,town,Hatley Mississippi
102,33.9830688,-118.096735,1,1,1,0,1,1,14854,14855,Rivera Calif,Rivera,,California,town,Pico Rivera CA
103,33.984523200000005,-101.3376574,1,1,1,0,1,1,30355,30356,Floydada Texas,Floydada,,Texas,town,Floydada TX
104,34.0123005,-100.3020588,1,1,1,0,1,1,3646,3647,Paducah Texas,Paducah,,Texas,town,Paducah TX
105,34.0201813,-118.6919172,1,1,1,0,1,1,9321,9322,Los Angeles Calif,Los Angeles,,California,town,Los Angeles CA
106,34.0265019,-93.9476887,1,1,1,0,1,1,9378,9379,Center Point Ark,Center Point,,Arkansas,town,Center Point AR
107,34.0522329,-117.8000587,1,1,1,0,1,1,12989,12990,Spadra Calif,Spadra Pomona,,California,town,Spadra Pomona CA
108,34.111222600000005,-82.8670839,1,1,1,0,1,1,4506,4507,Elberton Ga,Elberton,,Georgia,town,Elberton GA
109,34.1348782,-79.9397885,1,1,1,0,1,1,15181,15182,Timmonsville S C,Timmonsville,,South Carolina,town,Timmonsville SC
110,34.1477849,-118.1445155,1,1,1,0,1,1,4173,4174,Pasadena Calif,Pasadena,,California,town,Pasadena CA
111,34.1650972,-84.7999382,1,1,1,0,1,1,25104,25105,Cartersville Ga,Cartersville,,Georgia,town,Cartersville GA
112,34.1742611,-97.1436254,1,1,1,0,1,1,29857,29858,Ardmore Okla,Ardmore,,Oklahoma,town,Ardmore OK
113,34.1794113,-79.4073356,1,1,1,0,1,1,11671,11672,Marion S C,Marion,,South Carolina,town,Marion SC
114,34.2182107,-80.2484056,1,1,1,0,1,1,13883,13884,Bishopville S C,Bishopville,,South Carolina,town,Bishopville SC
115,34.2284312,-92.0031955,1,1,1,0,1,1,28664,28665,Pine Bluff Ark,Pine Bluff,,Arkansas,town,Pine Bluff AR
116,34.2978794,-83.8240663,2,2,2,0,2,2,6096,6097,Gainesville Ga,Gainesville,,Georgia,town,Gainesville GA
117,34.4208305,-119.6981901,1,1,1,0,1,1,18371,18372,Santa Barbara Calif,Santa Barbara,,California,town,Santa Barbara CA
118,34.4695524,-84.42898879999998,1,1,1,0,1,1,24565,24566,Jasper Ga,Jasper,,Georgia,town,Jasper GA
119,34.493243,-89.0516482,1,1,1,0,1,1,29656,29657,New Albany Miss,New Albany,,Mississippi,town,New Albany MS
120,34.50370039999999,-93.0551795,3,3,3,0,3,3,782,783,Hot Springs Ark,Hot Springs,,Arkansas,town,Hot Springs AR
121,34.5381481,-96.2186092,1,1,1,0,1,1,15342,15343,Colgate Okla,Colgate,,Oklahoma,town,Coalgate OK
122,34.5442609,-91.9690284,1,1,1,0,1,1,3426,3427,England Ark,England,,Arkansas,town,England AR
123,34.63996128,-79.10353976,1,1,0,1,1,1,8529,8530,Robeson N C,,Robeson,North Carolina,county,Robeson County NC
124,34.6650725,-99.3372749,1,1,1,0,1,1,13968,13969,Altus Okla,Altus,,Oklahoma,town,Altus OK
125,34.6909189,-86.12470379999998,1,1,1,0,1,1,24435,24436,Larkinsville Ala,Larkinsville,,Alabama,town,Larkinsville Scottsboro AL
126,34.7228645,-84.2338048,1,1,1,0,1,1,8467,8468,Newport Ga,Newport,,Georgia,town,Newport GA
127,34.730368799999994,-86.5861037,2,2,2,0,2,2,2541,2542,Huntsville Ala,Huntsville,,Alabama,town,Huntsville AL
128,34.7464809,-92.2895948,3,3,3,0,3,3,6268,6269,Little Rock Ark,Little Rock,,Arkansas,town,Little Rock AR
129,35.007751899999995,-100.9657355,1,1,1,0,1,1,7548,7549,Marie Okla,Marie,,Oklahoma,state,Oklahoma
130,35.007751899999995,-97.092877,2,2,2,0,2,2,15532,15533,Ellen Okla,Ellen,,Oklahoma,state,Oklahoma
131,35.0236939,-87.23334969999998,1,1,1,0,1,1,4302,4303,Appleton Tenn,Appleton,,Tennessee,town,Appleton TN
132,35.0456297,-85.3096801,3,3,3,0,3,3,6299,6300,Chattanooga Tenn,Chattanooga,,Tennessee,town,Chattanooga TN
133,35.0823227,-86.64458470000002,1,1,1,0,1,1,18236,18237,Camargo Tenn,Camargo,,Tennessee,town,Camargo TN
134,35.0875836,-84.03463149999997,1,1,1,0,1,1,19444,19445,Murphy N C,Murphy,,North Carolina,town,Murphy NC
135,35.14050053,-86.58891664,1,1,0,1,1,1,18232,18233,LincoIn county Tenn,,Lincoln,Tennessee,county,Lincoln County TN
136,35.1495343,-90.0489801,3,3,3,0,3,3,5260,5261,Memphis Tenn,Memphis,,Tennessee,town,Memphis TN
137,35.1520266,-86.57055079999998,1,1,1,0,1,1,10152,10153,Fayetteville Tenn,Fayetteville,,Tennessee,town,Fayetteville TN
138,35.168427,-94.0935399,1,1,1,0,1,1,5863,5864,Washburn Ark,Washburn,,Arkansas,town,Washburn AR
139,35.1904654,-114.2207075,1,1,1,0,1,1,6071,6072,Tonto Ariz T,Tonto,,Arizona,town,Tonto Golden Valley AZ
140,35.1998023,-87.0308412,1,1,1,0,1,1,27956,27957,Pulaski Tenn,Pulaski,,Tennessee,town,Pulaski TN
141,35.2270869,-80.8431267,1,1,1,0,1,1,27229,27230,Charlotte N C,Charlotte,,North Carolina,town,Charlotte NC
142,35.2423023,-87.3347389,3,3,3,0,3,3,7206,7207,Lawrenceburg Tenn,Lawrenceburg,,Tennessee,town,Lawrenceburg TN
143,35.25259699999999,-95.237467,1,1,1,0,1,1,24863,24864,Whltefleld Okla,Whitefield,,Oklahoma,town,Whitefield OK
144,35.25619370000001,-88.98783890000001,1,1,1,0,1,1,26863,26864,Bolivar Tenn,Bolivar,,Tennessee,town,Bolivar TN
145,35.278417299999994,-93.1337856,2,2,2,0,2,2,10161,10162,Russellville Ark,Russellville,,Arkansas,town,Russellville AR
146,35.2996528,25.7274144,1,1,1,0,1,1,25387,25388,Palca Greece,Plaka,,Greece,town,Plaka Greece
147,35.32729279999999,-96.9253004,1,1,1,0,1,1,29007,29008,Shawnee Okla,Shawnee,,Oklahoma,town,Shawnee OK
148,35.36146489999999,-86.83972359999999,1,1,1,0,1,1,1495,1496,Cornersville Tenn,Cornersville,,Tennessee,town,Cornersville TN
149,35.4087517,-80.579511,1,1,1,0,1,1,21942,21943,Concord N C,Concord,,North Carolina,town,Concord NC
150,35.41230750000001,-85.9717487,1,1,1,0,1,1,29839,29840,Hillsboro Tenn,Hillsboro,,Tennessee,town,Hillsboro TN
151,35.4325854,-96.3050064,1,1,1,0,1,1,13201,13202,Okemah Okla,Okemah,,Oklahoma,town,Okemah OK
152,35.44285120000001,-84.5929898,1,1,1,0,1,1,17582,17583,Athens Tenn,Athens,,Tennessee,town,Athens TN
153,35.4492404,-86.7888887,1,1,1,0,1,1,2755,2756,Lewisburg Tenn,Lewisburg,,Tennessee,town,Lewisburg TN
154,35.4675602,-97.5164276,7,7,7,0,7,7,3166,3167,Oklahoma City Okla,Oklahoma City,,Oklahoma,town,Oklahoma City OK
155,35.49055078,-86.07470027,1,1,0,1,1,1,17764,17765,Coffee Tenn,,Coffee,Tennessee,county,Coffee County TN
156,35.49395870000001,-85.0124535,1,1,1,0,1,1,6181,6182,Dayton Tenn,Dayton,,Tennessee,town,Dayton TN
157,35.5174913,-86.5804473,1,1,1,0,1,1,15393,15394,Cable Tenn,Cable,,Tennessee,state,Tennessee
158,35.5197984,-84.3635338,1,1,1,0,1,1,7898,7899,Madisonville Tenn,Madisonville,,Tennessee,town,Madisonville TN
159,35.5280783,-108.7425843,1,1,1,0,1,1,26094,26095,Gallup N Mex,Gallup,,New Mexico,town,Gallup NM
160,35.5322741,-97.9550493,1,1,1,0,1,1,15128,15129,El Reno Okla,El Reno,,Oklahoma,town,El Reno OK
161,35.6145169,-88.8139469,3,3,3,0,3,3,309,310,Jackson Tenn,Jackson,,Tennessee,town,Jackson TN
162,35.6447402,-109.0956492,1,1,1,0,1,1,15891,15892,St Michaels Ariz,St Michaels,,Arizona,town,St Michaels AZ
163,35.65479929999999,-91.9107016,1,1,1,0,1,1,1945,1946,Wolf Bayou Ark,Wolf Bayou,,Arkansas,town,Wolf Bayou AR
164,35.66119039999999,-84.17213570000001,1,1,1,0,1,1,11483,11484,Greenback Tenn,Greenback,,Tennessee,town,Greenback TN
165,35.6698552,-81.22147079999998,1,1,1,0,1,1,13139,13140,Newton N C,Newton,,North Carolina,town,Newton NC
166,35.6840131,-82.0092745,1,1,1,0,1,1,6099,6100,Marion N C,Marion,,North Carolina,town,Marion NC
167,35.6942278,-97.063363,1,1,1,0,1,1,8179,8180,Welliston Okla,Wellston,,Oklahoma,town,Wellston OK
168,35.7017314,-96.8808582,1,1,1,0,1,1,10205,10206,Chandler Okla,Chandler,,Oklahoma,town,Chandler OK
169,35.7160177,-77.2658097,1,1,1,0,1,1,25614,25615,Stokes county N C,Stokes,,North Carolina,town,Stokes NC
170,35.7258795,-97.9764411,1,1,1,0,1,1,7608,7609,Omarche Okla,Okarche,,Oklahoma,town,Okarche OK
171,35.7344538,-81.3444573,1,1,1,0,1,1,4227,4228,Hickory N C,Hickory,,North Carolina,town,Hickory NC
172,35.7454071,-81.6848188,1,1,1,0,1,1,16298,16299,Morganton N C,Morganton,,North Carolina,town,Morganton NC
173,35.7789565,-87.4669587,1,1,1,0,1,1,9974,9975,Centerville Tenn,Centerville,,Tennessee,town,Centerville TN
174,35.80091450000001,-94.1349259,1,1,1,0,1,1,11582,11583,Winslow Ark,Winslow,,Arkansas,town,Winslow AR
175,35.86166,104.195397,1,1,0,0,1,1,30100,30101,China,,,China,state,China
176,35.8855926,-102.3968605,1,1,1,0,1,1,21232,21233,Hartley Texas,Hartley,,Texas,town,Hartley TX
177,35.9038065,-81.0905569,1,1,1,0,1,1,20913,20914,Hiddenite N C,Hiddenite,,North Carolina,town,Hiddenite NC
178,35.929786,-86.1816572,1,1,1,0,1,1,1684,1685,Milton Tenn,Milton,,Tennessee,town,Milton TN
179,35.96063839999999,-83.9207392,2,2,2,0,2,2,15127,15128,Knoxville Tenn,Knoxville,,Tennessee,town,Knoxville TN
180,35.9739448,-97.0336417,1,1,1,0,1,1,27499,27500,Pcrkins Okla,Perkins,,Oklahoma,town,Perkins OK
181,36.005073,-92.4043257,1,1,1,0,1,1,20764,20765,Big Flat Ark,Big Flat,,Arkansas,town,Big Flat AR
182,36.00775189999999,-97.092877,1,1,1,0,1,1,4870,4871,Black Springs Okla,Black Springs,,Oklahoma,state,Oklahoma
183,36.0584021,-90.4973286,1,1,1,0,1,1,21032,21033,Paragould Ark,Paragould,,Arkansas,town,Paragould AR
184,36.0690258,-79.4005756,1,1,1,0,1,1,27282,27283,Graham N C,Graham,,North Carolina,town,Graham NC
185,36.0726354,-79.79197540000001,1,1,1,0,1,1,5697,5698,Greensboro N C,Greensboro,,North Carolina,town,Greensboro NC
186,36.0970796,-79.7258623,1,1,1,0,1,1,29146,29147,Mount Zion N C,Mt Zion Greensboro,,North Carolina,town,Mt Zion Greensboro NC
187,36.10920460000001,-97.8986675,2,2,2,0,2,2,6017,6018,Hennessey Okla,Hennessey,,Oklahoma,town,Hennessey OK
188,36.1156071,-97.0583681,1,1,1,0,1,1,30480,30481,Stillwater Okla,Stillwater,,Oklahoma,town,Stillwater OK
189,36.122311,-83.492396,1,1,1,0,1,1,415,416,Jefferson City Tenn,Jefferson City,,Tennessee,town,Jefferson City TN
190,36.1345807,-80.65950790000002,1,1,1,0,1,1,10088,10089,Yadkinville N C,Yadkinville,,North Carolina,town,Yadkinville NC
191,36.1411873,-93.8960297,1,1,1,0,1,1,25082,25083,Whitener Ark,Whitener,,Arkansas,town,Whitener AR
192,36.1459649,-81.1606401,1,1,1,0,1,1,21198,21199,Wilkesboro N C,Wilkesboro,,North Carolina,town,Wilkesboro NC
193,36.1626638,-86.78160159999999,5,5,5,0,5,5,1337,1338,Nashville Tenn,Nashville,,Tennessee,town,Nashville TN
194,36.1631574,-82.83098609999998,1,1,1,0,1,1,8069,8070,Greenville Tenn,Greenville,,Tennessee,town,Greeneville TN
195,36.1881365,-94.5404962,1,1,1,0,1,1,87,88,Siloam Springs Ark,Siloam Springs,,Arkansas,town,Siloam Springs AR
196,36.2196403,-95.0292522,1,1,1,0,1,1,1659,1660,Rose Okla,Rose,,Oklahoma,town,Rose OK
197,36.2297936,-93.1076765,2,2,2,0,2,2,17314,17315,Harrison Ark,Harrison,,Arkansas,town,Harrison AR
198,36.2631185,-90.2926008,1,1,1,0,1,1,2624,2625,Rector Ark,Rector,,Arkansas,town,Rector AR
199,36.28439829999999,-82.17254840000003,1,1,1,0,1,1,3385,3386,Hampton Tenn,Hampton,,Tennessee,town,Hampton TN
200,36.29106068,-82.49492056,1,1,0,1,1,1,16695,16696,Washington Tenn,,Washington,Tennessee,county,Washington County TN
201,36.2942722,-82.4734787,1,1,1,0,1,1,15415,15416,Ganesborough Tenn,Jonesborough,,Tennessee,town,Jonesborough TN
202,36.3125963,-95.61609,1,1,1,0,1,1,22988,22989,Claremore Okla,Claremore,,Oklahoma,town,Claremore OK
203,36.3158994,-91.4826388,1,1,1,0,1,1,8091,8092,Hardy Ark,Hardy,,Arkansas,town,Hardy AR
204,36.3300793,-84.1838156,1,1,1,0,1,1,27280,27281,Jacksboro Tenn,Jacksboro,,Tennessee,town,Jacksboro TN
205,36.3353472,-93.4360188,1,1,1,0,1,1,610,611,Green Forrest Ark,Green Forrest,,Arkansas,town,Green Forest AR
206,36.4011825,-93.7379711,2,2,2,0,2,2,24021,24022,Eureka Springs Ark,Eureka Springs,,Arkansas,town,Eureka Springs AR
207,36.4115174,-81.2628704,1,1,1,0,1,1,4717,4718,Laurel Springs N C,Laurel Springs,,North Carolina,town,Laurel Springs NC
208,36.420403,-81.4734376,1,1,1,0,1,1,10812,10813,Jefferson N C,Jefferson,,North Carolina,town,Jefferson NC
209,36.4220207,-94.4535484,1,1,1,0,1,1,29709,29710,Grovette Ark,Grovette,,Arkansas,town,Gravette AR
210,36.4318816,-94.3337474,1,1,1,0,1,1,20819,20820,Hiwasse Ark,Hiwasse,,Arkansas,town,Hiwasse AR
211,36.43412401,-81.50030041,1,1,0,1,1,1,21699,21700,Ash county N C,,Ashe,North Carolina,county,Ashe County NC
212,36.43920720000001,-99.1513555,1,1,1,0,1,1,28551,28552,Curtis Okla,Curtis,,Oklahoma,town,Curtis OK
213,36.48611919,-83.66114043,1,1,0,1,1,1,30722,30723,Claborn Tenn,,Claiborne,Tennessee,county,Claiborne County TN
214,36.50112721,-87.83848142,1,1,0,1,1,1,4514,4515,Stewart Tenn,,Stewart,Tennessee,county,Stewart County TN
215,36.5042277,-88.87422590000001,1,1,1,0,1,1,13728,13729,Fulton Ky,Fulton,,Kentucky,town,Fulton KY
216,36.5097552,-98.4489659,1,1,1,0,1,1,15534,15535,Aline Okla,Aline,,Oklahoma,town,Aline OK
